jaspant,ʒas.pɑ̃,,['verbe']
jaspas,ʒas.pa,,['verbe']
jaspasse,ʒas.pas,,['verbe']
jaspassent,ʒas.pas,,['verbe']
jaspasses,ʒas.pas,,['verbe']
jaspassiez,ʒas.pa.sje,,['verbe']
jaspassions,ʒas.pa.sjɔ̃,,['verbe']
jaspât,ʒas.pa,,['verbe']
jaspâtes,ʒas.pat,,['verbe']
jaspe,ʒasp,m,"['verbe', 'nom']"
jaspé,ʒas.pe,,"['adjectif', 'verbe']"
jaspée,ʒas.pe,,['verbe']
jaspées,ʒas.pe,,['verbe']
jaspent,ʒasp,,['verbe']
jasper,ʒas.pe,,['verbe']
jaspera,ʒas.pə.ʁa,,['verbe']
jasperai,ʒas.pə.ʁe,,['verbe']
jasperaient,ʒas.pə.ʁɛ,,['verbe']
jasperais,ʒas.pə.ʁɛ,,['verbe']
jasperait,ʒas.pə.ʁɛ,,['verbe']
jasperas,ʒas.pə.ʁa,,['verbe']
jaspèrent,ʒas.pɛʁ,,['verbe']
jasperez,ʒas.pə.ʁe,,['verbe']
jasperiez,ʒas.pə.ʁje,,['verbe']
jasperions,ʒas.pə.ʁjɔ̃,,['verbe']
jasperons,ʒas.pə.ʁɔ̃,m,"['verbe', 'nom']"
jasperont,ʒas.pə.ʁɔ̃,,['verbe']
jaspes,ʒasp,m,"['verbe', 'nom']"
jaspés,ʒas.pe,,['verbe']
jaspez,ʒas.pe,,['verbe']
jaspiez,ʒas.pje,,['verbe']
jaspina,ʒas.pi.na,,['verbe']
jaspinai,ʒas.pi.ne,,['verbe']
jaspinaient,ʒas.pi.nɛ,,['verbe']
jaspinais,ʒas.pi.nɛ,,['verbe']
jaspinait,ʒas.pi.nɛ,,['verbe']
jaspinâmes,ʒas.pi.nam,,['verbe']
jaspinant,ʒas.pi.nɑ̃,,['verbe']
jaspinas,ʒas.pi.na,,['verbe']
jaspinasse,ʒas.pi.nas,,['verbe']
jaspinassent,ʒas.pi.nas,,['verbe']
jaspinasses,ʒas.pi.nas,,['verbe']
jaspinassiez,ʒas.pi.na.sje,,['verbe']
jaspinassions,ʒas.pi.na.sjɔ̃,,['verbe']
jaspinât,ʒas.pi.na,,['verbe']
jaspinâtes,ʒas.pi.nat,,['verbe']
jaspine,ʒas.pin,,['verbe']
jaspiné,ʒas.pi.ne,,['verbe']
jaspinée,ʒas.pi.ne,,['verbe']
jaspinées,ʒas.pi.ne,,['verbe']
jaspinent,ʒas.pin,,['verbe']
jaspiner,ʒas.pi.ne,,['verbe']
jaspinera,ʒas.pi.nə.ʁa,,['verbe']
jaspinerai,ʒas.pi.nə.ʁe,,['verbe']
jaspineraient,ʒas.pi.nə.ʁɛ,,['verbe']
jaspinerais,ʒas.pi.nə.ʁɛ,,['verbe']
jaspinerait,ʒas.pi.nə.ʁɛ,,['verbe']
jaspineras,ʒas.pi.nə.ʁa,,['verbe']
jaspinèrent,ʒas.pi.nɛʁ,,['verbe']
jaspinerez,ʒas.pi.nə.ʁe,,['verbe']
jaspineriez,ʒas.pi.nə.ʁje,,['verbe']
jaspinerions,ʒas.pi.nə.ʁjɔ̃,,['verbe']
jaspinerons,ʒas.pi.nə.ʁɔ̃,,['verbe']
jaspineront,ʒas.pi.nə.ʁɔ̃,,['verbe']
jaspines,ʒas.pin,,['verbe']
jaspinés,ʒas.pi.ne,,['verbe']
jaspinez,ʒas.pi.ne,,['verbe']
jaspiniez,ʒas.pi.nje,,['verbe']
jaspinions,ʒas.pi.njɔ̃,,['verbe']
jaspinons,ʒas.pi.nɔ̃,,['verbe']
jaspions,ʒas.pjɔ̃,,['verbe']
jaspons,ʒas.pɔ̃,,['verbe']
jaspure,ʒas.pyʁ,f,['nom']
jaspures,ʒas.pyʁ,f,['nom']
jatte,ʒat,f,['nom']
jattée,ʒa.te,f,['nom']
jattées,ʒa.te,f,['nom']
jattes,ʒat,f,['nom']
jauge,ʒoʒ,f,"['verbe', 'nom']"
jaugé,ʒo.ʒe,,['verbe']
jaugea,ʒo.ʒa,,['verbe']
jaugeage,ʒo.ʒaʒ,m,['nom']
jaugeages,ʒo.ʒaʒ,m,['nom']
jaugeai,ʒo.ʒe,,['verbe']
jaugeaient,ʒo.ʒɛ,,['verbe']
jaugeais,ʒo.ʒɛ,,['verbe']
jaugeait,ʒo.ʒɛ,,['verbe']
jaugeâmes,ʒo.ʒam,,['verbe']
jaugeant,ʒo.ʒɑ̃,,['verbe']
jaugeas,ʒo.ʒa,,['verbe']
jaugeasse,ʒo.ʒas,,['verbe']
jaugeassent,ʒo.ʒas,,['verbe']
jaugeasses,ʒo.ʒas,,['verbe']
jaugeassiez,ʒo.ʒa.sje,,['verbe']
jaugeassions,ʒo.ʒa.sjɔ̃,,['verbe']
jaugeât,ʒo.ʒa,,['verbe']
jaugeâtes,ʒo.ʒat,,['verbe']
jaugée,ʒo.ʒe,,['verbe']
jaugées,ʒo.ʒe,,['verbe']
jaugent,ʒoʒ,,['verbe']
jaugeons,ʒo.ʒɔ̃,,['verbe']
jauger,ʒɔ.ʒe,,['verbe']
jaugera,ʒo.ʒə.ʁa,,['verbe']
jaugerai,ʒo.ʒə.ʁe,,['verbe']
jaugeraient,ʒo.ʒə.ʁɛ,,['verbe']
jaugerais,ʒo.ʒə.ʁɛ,,['verbe']
jaugerait,ʒo.ʒə.ʁɛ,,['verbe']
jaugeras,ʒo.ʒə.ʁa,,['verbe']
jaugèrent,ʒo.ʒɛʁ,,['verbe']
jaugerez,ʒo.ʒə.ʁe,,['verbe']
jaugeriez,ʒo.ʒə.ʁje,,['verbe']
jaugerions,ʒo.ʒə.ʁjɔ̃,,['verbe']
jaugerons,ʒo.ʒə.ʁɔ̃,,['verbe']
jaugeront,ʒo.ʒə.ʁɔ̃,,['verbe']
jauges,ʒoʒ,f,"['verbe', 'nom']"
jaugés,ʒo.ʒe,,['verbe']
jaugeur,ʒo.ʒœʁ,m,"['adjectif', 'nom']"
jaugeurs,ʒo.ʒœʁ,m,['nom']
jaugez,ʒo.ʒe,,['verbe']
jaugiez,ʒo.ʒje,,['verbe']
jaugions,ʒo.ʒjɔ̃,,['verbe']
jaumière,ʒo.mjɛʁ,f,['nom']
jaumières,ʒo.mjɛʁ,f,['nom']
jaunâtre,ʒo.nɑtʁ,m,['adjectif']
jaunâtres,ʒo.nɑtʁ,m,['adjectif']
jaune,ʒon,m,"['adjectif', 'nom']"
jaunes,ʒon,m,"['adjectif', 'nom']"
jaunet,ʒo.nɛ,m,"['adjectif', 'nom']"
jaunets,ʒo.nɛ,m,"['adjectif', 'nom']"
jaunette,ʒo.nɛ,,['adjectif']
jaunettes,ʒo.nɛ,,['adjectif']
jauni,ʒo.ni,,['verbe']
jaunie,ʒo.ni,,"['adjectif', 'verbe']"
jaunies,ʒo.ni,,"['adjectif', 'verbe']"
jaunîmes,ʒo.nim,,['verbe']
jaunir,ʒo.niʁ,,['verbe']
jaunira,ʒo.ni.ʁa,,['verbe']
jaunirai,ʒo.ni.ʁe,,['verbe']
jauniraient,ʒo.ni.ʁɛ,,['verbe']
jaunirais,ʒo.ni.ʁɛ,,['verbe']
jaunirait,ʒo.ni.ʁɛ,,['verbe']
jauniras,ʒo.ni.ʁa,,['verbe']
jaunirent,ʒo.niʁ,,['verbe']
jaunirez,ʒo.ni.ʁe,,['verbe']
jauniriez,ʒo.ni.ʁje,,['verbe']
jaunirions,ʒo.ni.ʁjɔ̃,,['verbe']
jaunirons,ʒo.ni.ʁɔ̃,,['verbe']
jauniront,ʒo.ni.ʁɔ̃,,['verbe']
jaunis,ʒo.ni,,"['adjectif', 'verbe']"
jaunissage,ʒo.ni.saʒ,m,['nom']
jaunissages,ʒo.ni.saʒ,m,['nom']
jaunissaient,ʒo.ni.sɛ,,['verbe']
jaunissais,ʒo.ni.sɛ,,['verbe']
jaunissait,ʒo.ni.sɛ,,['verbe']
jaunissant,ʒɔ.ni.sɑ̃,,"['adjectif', 'verbe']"
jaunissante,ʒɔ.ni.sɑ̃t,,['adjectif']
jaunissantes,ʒɔ.ni.sɑ̃,,['adjectif']
jaunissants,ʒɔ.ni.sɑ̃,,['adjectif']
jaunisse,ʒo.nis,f,"['adjectif', 'verbe', 'nom']"
jaunissement,ʒo.nis.mɑ̃,m,['nom']
jaunissements,ʒo.nis.mɑ̃,m,['nom']
jaunissent,ʒo.nis,,['verbe']
jaunisses,ʒo.nis,f,"['verbe', 'nom']"
jaunissez,ʒo.ni.se,,['verbe']
jaunissiez,ʒo.ni.sje,,['verbe']
jaunissions,ʒo.ni.sjɔ̃,,['verbe']
jaunissons,ʒo.ni.sɔ̃,,['verbe']
jaunit,ʒo.ni,,['verbe']
jaunît,ʒo.ni,,['verbe']
jaunîtes,ʒo.nit,,['verbe']
java,ʒa.va,f,"['nom 4', 'nom 3', 'nom 1', 'nom 2']"
javanais,ʒa.va.nɛ,m,"['adjectif', 'nom 3', 'nom 1', 'nom 2']"
javanaise,ʒa.va.nɛz,f,['nom']
javanaises,ʒa.va.nɛ,f,"['adjectif', 'nom']"
javart,ʒa.vaʁ,m,['nom']
javarts,ʒa.vaʁ,m,['nom']
javas,ʒa.va,f,['nom']
javeau,ʒa.vo,m,['nom']
javeaux,ʒa.vo,m,['nom']
