grinchez,ɡʁɛ̃.ʃe,,['verbe']
grinchiez,ɡʁɛ̃.ʃje,,['verbe']
grinchions,ɡʁɛ̃.ʃjɔ̃,,['verbe']
grinchons,ɡʁɛ̃.ʃɔ̃,,['verbe']
grinciez,ɡʁɛ̃.sje,,['verbe']
grincions,ɡʁɛ̃.sjɔ̃,,['verbe']
grinçons,ɡʁɛ̃.sɔ̃,,['verbe']
gringalet,ɡʁɛ̃.ɡa.lɛ,m,"['nom', 'adjectif']"
gringalets,ɡʁɛ̃.ɡa.lɛ,m,"['nom', 'adjectif']"
gringo,ɡʁin.ɡo,m,['nom']
gringos,ɡʁin.ɡo,m,['nom']
gringua,ɡʁɛ̃.ɡa,,['verbe']
gringuai,ɡʁɛ̃.ɡe,,['verbe']
gringuaient,ɡʁɛ̃.ɡɛ,,['verbe']
gringuais,ɡʁɛ̃.ɡɛ,,['verbe']
gringuait,ɡʁɛ̃.ɡɛ,,['verbe']
gringuâmes,ɡʁɛ̃.ɡam,,['verbe']
gringuant,ɡʁɛ̃.ɡɑ̃,,['verbe']
gringuas,ɡʁɛ̃.ɡa,,['verbe']
gringuasse,ɡʁɛ̃.ɡas,,['verbe']
gringuassent,ɡʁɛ̃.ɡas,,['verbe']
gringuasses,ɡʁɛ̃.ɡas,,['verbe']
gringuassiez,ɡʁɛ̃.ɡa.sje,,['verbe']
gringuassions,ɡʁɛ̃.ɡa.sjɔ̃,,['verbe']
gringuât,ɡʁɛ̃.ɡa,,['verbe']
gringuâtes,ɡʁɛ̃.ɡat,,['verbe']
gringue,ɡʁɛ̃ɡ,m,"['nom', 'verbe']"
gringué,ɡʁɛ̃.ɡe,,['verbe']
gringuent,ɡʁɛ̃ɡ,,['verbe']
gringuer,ɡʁɛ̃.ɡe,,['verbe']
gringuera,ɡʁɛ̃.ɡə.ʁa,,['verbe']
gringuerai,ɡʁɛ̃.ɡə.ʁe,,['verbe']
gringueraient,ɡʁɛ̃.ɡə.ʁɛ,,['verbe']
gringuerais,ɡʁɛ̃.ɡə.ʁɛ,,['verbe']
gringuerait,ɡʁɛ̃.ɡə.ʁɛ,,['verbe']
gringueras,ɡʁɛ̃.ɡə.ʁa,,['verbe']
gringuèrent,ɡʁɛ̃.ɡɛʁ,,['verbe']
gringuerez,ɡʁɛ̃.ɡə.ʁe,,['verbe']
gringueriez,ɡʁɛ̃.ɡə.ʁje,,['verbe']
gringuerions,ɡʁɛ̃.ɡə.ʁjɔ̃,,['verbe']
gringuerons,ɡʁɛ̃.ɡə.ʁɔ̃,,['verbe']
gringueront,ɡʁɛ̃.ɡə.ʁɔ̃,,['verbe']
gringues,ɡʁɛ̃ɡ,m,"['nom', 'verbe']"
gringuez,ɡʁɛ̃.ɡe,,['verbe']
gringuiez,ɡʁɛ̃.ɡje,,['verbe']
gringuions,ɡʁɛ̃.ɡjɔ̃,,['verbe']
gringuons,ɡʁɛ̃.ɡɔ̃,,['verbe']
griot,ɡʁi.o,m,"['nom 1', 'nom 2']"
griots,ɡʁi.jo,m,['nom']
griotte,ɡʁi.jɔt,f,"['nom 1', 'nom 2', 'nom']"
griottes,ɡʁi.jɔt,f,"['nom 1', 'nom 2']"
grippa,ɡʁi.pa,,['verbe']
grippage,gʁi.paʒ,m,['nom']
grippages,ɡʁi.paʒ,m,['nom']
grippai,ɡʁi.pe,,['verbe']
grippaient,ɡʁi.pɛ,,['verbe']
grippais,ɡʁi.pɛ,,['verbe']
grippait,ɡʁi.pɛ,,['verbe']
grippal,ɡʁi.pal,m,['adjectif']
grippale,ɡʁi.pal,,['adjectif']
grippales,ɡʁi.pal,,['adjectif']
grippâmes,ɡʁi.pam,,['verbe']
grippant,ɡʁi.pɑ̃,m,"['nom', 'verbe']"
